chr3	8790600	8811731	oxtr	1	2
chr3	8790600	8811731	oxtr	2	2
chr3	8790600	8811731	oxtr	3	2
chr3	8790600	8811731	oxtr	4	3
chr3	8790600	8811731	oxtr	5	6
chr3	8790600	8811731	oxtr	6	7
chr3	8790600	8811731	oxtr	7	846
chr3	8790600	8811731	oxtr	8	854
chr3	8790600	8811731	oxtr	9	1476
chr3	8790600	8811731	oxtr	10	1484
chr3	8790600	8811731	oxtr	11	1531
chr3	8790600	8811731	oxtr	12	1646
chr3	8790600	8811731	oxtr	13	1699
chr3	8790600	8811731	oxtr	14	1749
chr3	8790600	8811731	oxtr	15	1814
chr3	8790600	8811731	oxtr	16	1912
chr3	8790600	8811731	oxtr	17	2161
chr3	8790600	8811731	oxtr	18	2166
chr3	8790600	8811731	oxtr	19	2167
chr3	8790600	8811731	oxtr	20	2551
chr3	8790600	8811731	oxtr	21	2556
chr3	8790600	8811731	oxtr	22	3306
chr3	8790600	8811731	oxtr	23	3307
chr3	8790600	8811731	oxtr	24	3493
chr3	8790600	8811731	oxtr	25	4036
chr3	8790600	8811731	oxtr	26	4041
chr3	8790600	8811731	oxtr	27	4084
chr3	8790600	8811731	oxtr	28	4098
chr3	8790600	8811731	oxtr	29	4111
chr3	8790600	8811731	oxtr	30	6161
chr3	8790600	8811731	oxtr	31	6328
chr3	8790600	8811731	oxtr	32	6540
chr3	8790600	8811731	oxtr	33	6543
chr3	8790600	8811731	oxtr	34	6544
chr3	8790600	8811731	oxtr	35	8399
chr3	8790600	8811731	oxtr	36	8507
chr3	8790600	8811731	oxtr	37	8897
chr3	8790600	8811731	oxtr	38	11685
chr3	8790600	8811731	oxtr	39	11754
chr3	8790600	8811731	oxtr	40	13600
chr3	8790600	8811731	oxtr	41	13692
chr3	8790600	8811731	oxtr	42	13798
chr3	8790600	8811731	oxtr	43	15100
chr3	8790600	8811731	oxtr	44	15085
chr3	8790600	8811731	oxtr	45	15720
chr3	8790600	8811731	oxtr	46	15891
chr3	8790600	8811731	oxtr	47	15884
chr3	8790600	8811731	oxtr	48	16938
chr3	8790600	8811731	oxtr	49	17015
chr3	8790600	8811731	oxtr	50	18474
chr3	8790600	8811731	oxtr	51	18487
chr3	8790600	8811731	oxtr	52	18437
chr3	8790600	8811731	oxtr	53	18710
chr3	8790600	8811731	oxtr	54	19104
chr3	8790600	8811731	oxtr	55	19650
chr3	8790600	8811731	oxtr	56	19832
chr3	8790600	8811731	oxtr	57	20132
chr3	8790600	8811731	oxtr	58	20300
chr3	8790600	8811731	oxtr	59	20407
chr3	8790600	8811731	oxtr	60	20830
chr3	8790600	8811731	oxtr	61	20885
chr3	8790600	8811731	oxtr	62	21457
chr3	8790600	8811731	oxtr	63	21467
chr3	8790600	8811731	oxtr	64	21475
chr3	8790600	8811731	oxtr	65	21549
chr3	8790600	8811731	oxtr	66	21574
chr3	8790600	8811731	oxtr	67	22042
chr3	8790600	8811731	oxtr	68	22094
chr3	8790600	8811731	oxtr	69	22985
chr3	8790600	8811731	oxtr	70	23198
chr3	8790600	8811731	oxtr	71	23130
chr3	8790600	8811731	oxtr	72	23200
chr3	8790600	8811731	oxtr	73	23221
chr3	8790600	8811731	oxtr	74	24353
chr3	8790600	8811731	oxtr	75	24367
chr3	8790600	8811731	oxtr	76	24315
chr3	8790600	8811731	oxtr	77	24484
chr3	8790600	8811731	oxtr	78	24321
chr3	8790600	8811731	oxtr	79	24624
chr3	8790600	8811731	oxtr	80	24809
chr3	8790600	8811731	oxtr	81	24807
chr3	8790600	8811731	oxtr	82	24861
chr3	8790600	8811731	oxtr	83	24694
chr3	8790600	8811731	oxtr	84	25556
chr3	8790600	8811731	oxtr	85	25899
chr3	8790600	8811731	oxtr	86	25848
chr3	8790600	8811731	oxtr	87	25834
chr3	8790600	8811731	oxtr	88	25780
chr3	8790600	8811731	oxtr	89	25984
chr3	8790600	8811731	oxtr	90	27350
chr3	8790600	8811731	oxtr	91	27360
chr3	8790600	8811731	oxtr	92	27327
chr3	8790600	8811731	oxtr	93	28250
chr3	8790600	8811731	oxtr	94	29372
chr3	8790600	8811731	oxtr	95	34037
chr3	8790600	8811731	oxtr	96	34078
chr3	8790600	8811731	oxtr	97	34389
chr3	8790600	8811731	oxtr	98	34417
chr3	8790600	8811731	oxtr	99	34018
chr3	8790600	8811731	oxtr	100	34135
chr3	8790600	8811731	oxtr	101	34177
chr3	8790600	8811731	oxtr	102	38978
chr3	8790600	8811731	oxtr	103	38527
chr3	8790600	8811731	oxtr	104	36915
chr3	8790600	8811731	oxtr	105	37139
chr3	8790600	8811731	oxtr	106	37141
chr3	8790600	8811731	oxtr	107	37353
chr3	8790600	8811731	oxtr	108	37353
chr3	8790600	8811731	oxtr	109	37318
chr3	8790600	8811731	oxtr	110	37367
chr3	8790600	8811731	oxtr	111	35554
chr3	8790600	8811731	oxtr	112	35605
chr3	8790600	8811731	oxtr	113	37058
chr3	8790600	8811731	oxtr	114	37128
chr3	8790600	8811731	oxtr	115	37205
chr3	8790600	8811731	oxtr	116	37212
chr3	8790600	8811731	oxtr	117	37260
chr3	8790600	8811731	oxtr	118	37384
chr3	8790600	8811731	oxtr	119	37378
chr3	8790600	8811731	oxtr	120	37560
chr3	8790600	8811731	oxtr	121	38732
chr3	8790600	8811731	oxtr	122	38228
chr3	8790600	8811731	oxtr	123	39085
chr3	8790600	8811731	oxtr	124	39116
chr3	8790600	8811731	oxtr	125	39441
